,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,new_hospitalized,total_hospitalized,current_hospitalized,new_intensive_care,total_intensive_care,current_intensive_care,new_ventilator,total_ventilator,current_ventilator
0,2020-01-01,,,,,,,,,,,,,,,,,
1,2020-01-02,,,,,,,,,,,,,,,,,
2,2020-01-03,,,,,,,,,,,,,,,,,
3,2020-01-04,,,,,,,,,,,,,,,,,
4,2020-01-05,,,,,,,,,,,,,,,,,
5,2020-01-06,,,,,,,,,,,,,,,,,
6,2020-01-07,,,,,,,,,,,,,,,,,
7,2020-01-08,,,,,,,,,,,,,,,,,
8,2020-01-09,,,,,,,,,,,,,,,,,
9,2020-01-10,,,,,,,,,,,,,,,,,
10,2020-01-11,,,,,,,,,,,,,,,,,
11,2020-01-12,,,,,,,,,,,,,,,,,
12,2020-01-13,,,,,,,,,,,,,,,,,
13,2020-01-14,,,,,,,,,,,,,,,,,
14,2020-01-15,,,,,,,,,,,,,,,,,
15,2020-01-16,,,,,,,,,,,,,,,,,
16,2020-01-17,,,,,,,,,,,,,,,,,
17,2020-01-18,,,,,,,,,,,,,,,,,
18,2020-01-19,,,,,,,,,,,,,,,,,
19,2020-01-20,,,,,,,,,,,,,,,,,
20,2020-01-21,,,,,,,,,,,,,,,,,
21,2020-01-22,,,,,,,,,,,,,,,,,
22,2020-01-23,,,,,,,,,,,,,,,,,
23,2020-01-24,,,,,,,,,,,,,,,,,
24,2020-01-25,,,,,1.0,0.0,,,,,,,,,,,
25,2020-01-26,1.0,0.0,,,2.0,0.0,,,,,,,,,,,
26,2020-01-27,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
27,2020-01-28,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
28,2020-01-29,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
29,2020-01-30,0.0,0.0,,,2.0,0.0,,,,,,,,,,,
30,2020-01-31,1.0,0.0,,,3.0,0.0,,,,,,,,,,,
31,2020-02-01,0.0,0.0,,,3.0,0.0,,,,,,,,,,,
32,2020-02-02,3.0,0.0,,,6.0,0.0,,,,,,,,,,,
33,2020-02-03,0.0,0.0,,,6.0,0.0,,,,,,,,,,,
34,2020-02-04,0.0,0.0,,,6.0,0.0,,,,,,,,,,,
35,2020-02-05,0.0,0.0,,,6.0,0.0,,,,,,,,,,,
36,2020-02-06,0.0,0.0,,,6.0,0.0,,,,,,,,,,,
37,2020-02-07,0.0,0.0,,,6.0,0.0,,,,,,,,,,,
38,2020-02-08,0.0,0.0,,,6.0,0.0,,,,,,,,,,,
39,2020-02-09,0.0,0.0,,,6.0,0.0,,,,,,,,,,,
40,2020-02-10,1.0,0.0,,,7.0,0.0,,,,,,,,,,,
41,2020-02-11,0.0,0.0,,,7.0,0.0,,,,,,,,,,,
42,2020-02-12,0.0,0.0,,,7.0,0.0,,,,,,,,,,,
43,2020-02-13,0.0,0.0,,,7.0,0.0,,,,,,,,,,,
44,2020-02-14,0.0,0.0,,,7.0,0.0,,,,,,,,,,,
45,2020-02-15,0.0,0.0,,,7.0,0.0,,,,,,,,,,,
46,2020-02-16,0.0,0.0,,,7.0,0.0,,,,,,,,,,,
47,2020-02-17,0.0,0.0,,,7.0,0.0,,,,,,,,,,,
48,2020-02-18,0.0,0.0,,,7.0,0.0,,,,,,,,,,,
49,2020-02-19,0.0,0.0,,,7.0,0.0,,,,,,,,,,,
50,2020-02-20,1.0,0.0,,,8.0,0.0,,,,,,,,,,,
51,2020-02-21,1.0,0.0,,,9.0,0.0,,,,,,,,,,,
52,2020-02-22,0.0,0.0,,,9.0,0.0,,,,,,,,,,,
53,2020-02-23,0.0,0.0,,,9.0,0.0,,,,,,,,,,,
54,2020-02-24,2.0,0.0,,,11.0,0.0,,,,,,,,,,,
55,2020-02-25,0.0,0.0,,,11.0,0.0,,,,,,,,,,,
56,2020-02-26,15.0,0.0,,,26.0,0.0,,,,,,,,,,,
57,2020-02-27,0.0,0.0,,,26.0,0.0,,,,,,,,,,,
58,2020-02-28,1.0,0.0,,,27.0,0.0,,,,,,,,,,,
59,2020-02-29,1.0,0.0,,,28.0,0.0,,,,,,,,,,,
60,2020-03-01,5.0,0.0,,,33.0,0.0,,,,,,,,,,,
61,2020-03-02,5.0,0.0,,,38.0,0.0,,,,,,,,,,,
62,2020-03-03,7.0,0.0,,,45.0,0.0,,,,,,,,,,,
63,2020-03-04,10.0,1.0,,,55.0,1.0,,515.0,,,,,,,,,
64,2020-03-05,12.0,0.0,,0.0,67.0,1.0,,515.0,,,,,,,,,
65,2020-03-06,14.0,0.0,,7.0,81.0,1.0,,522.0,,,,,,,,,
66,2020-03-07,19.0,0.0,,9.0,100.0,1.0,,531.0,,,,,,,,,
67,2020-03-08,12.0,0.0,,19.0,112.0,1.0,,550.0,,,,,,,,,
68,2020-03-09,60.0,1.0,,254.0,172.0,2.0,,804.0,,,,,,,,,
69,2020-03-10,7.0,1.0,,19.0,179.0,3.0,,823.0,,,,,,,,,
70,2020-03-11,23.0,1.0,,250.0,202.0,4.0,,1073.0,,,,,,,,,
71,2020-03-12,50.0,0.0,,45.0,252.0,4.0,,1118.0,,,,,,,,,
72,2020-03-13,68.0,1.0,,0.0,320.0,5.0,,1118.0,,,,,,,,,
73,2020-03-14,61.0,0.0,,50.0,381.0,5.0,,1168.0,,,,,,,,,
74,2020-03-15,97.0,1.0,,41.0,478.0,6.0,,1209.0,,,,,,,,,
75,2020-03-16,110.0,5.0,,7107.0,588.0,11.0,,8316.0,,,,,,,,,
76,2020-03-17,144.0,3.0,,148.0,732.0,14.0,,8464.0,,,,,,,,,
77,2020-03-18,161.0,3.0,,128.0,893.0,17.0,,8592.0,,,,,,,,,
78,2020-03-19,174.0,2.0,,1119.0,1067.0,19.0,,9711.0,,,,,,,,,
79,2020-03-20,216.0,5.0,,1776.0,1283.0,24.0,,11487.0,,,,,,,,,
80,2020-03-21,261.0,4.0,,1041.0,1544.0,28.0,,12528.0,,,,,,,,,
81,2020-03-22,307.0,7.0,,312.0,1851.0,35.0,,12840.0,,,,,,,,,
82,2020-03-23,389.0,4.0,,13560.0,2240.0,39.0,,26400.0,,,,,,,,,
83,2020-03-24,404.0,13.0,,1254.0,2644.0,52.0,,27654.0,,,,,,,,,
84,2020-03-25,539.0,16.0,,39222.0,3183.0,68.0,,66876.0,,,,,,,,,
85,2020-03-26,877.0,15.0,,10910.0,4060.0,83.0,,77786.0,,,,,,,,,
86,2020-03-27,855.0,21.0,,873.0,4915.0,104.0,,78659.0,,,746.0,,,200.0,,,
87,2020-03-28,651.0,18.0,,10933.0,5566.0,122.0,,89592.0,,,1034.0,,,410.0,,,
88,2020-03-29,755.0,10.0,,1065.0,6321.0,132.0,,90657.0,,,1034.0,,,410.0,,,
89,2020-03-30,1100.0,15.0,,739.0,7421.0,147.0,,91396.0,,,1432.0,,,597.0,,,
90,2020-03-31,1162.0,37.0,,-4742.0,8583.0,184.0,,86654.0,,,1617.0,,,657.0,,,
91,2020-04-01,1274.0,28.0,,673.0,9857.0,212.0,,87327.0,,,1855.0,,,774.0,,,
92,2020-04-02,1333.0,35.0,,5173.0,11190.0,247.0,,92500.0,,,1922.0,,,816.0,,,
93,2020-04-03,1379.0,35.0,,2300.0,12569.0,282.0,,94800.0,,,2188.0,,,901.0,,,
94,2020-04-04,1227.0,41.0,,31900.0,13796.0,323.0,,126700.0,,,2300.0,,,1008.0,,,
95,2020-04-05,1406.0,28.0,,4833.0,15202.0,351.0,,131533.0,,,2398.0,,,1040.0,,,
96,2020-04-06,1159.0,35.0,,898.0,16361.0,386.0,,132431.0,,,2509.0,,,1085.0,,,
97,2020-04-07,1179.0,61.0,,12898.0,17540.0,447.0,,145329.0,,,2611.0,,,1108.0,,,
98,2020-04-08,1503.0,59.0,,13535.0,19043.0,506.0,,158864.0,,,2714.0,,,1154.0,,,
99,2020-04-09,1148.0,42.0,,18736.0,20191.0,548.0,,177600.0,,,2825.0,,,1132.0,,,
100,2020-04-10,1175.0,46.0,,1163.0,21366.0,594.0,,178763.0,,,2897.0,,,1145.0,,,
101,2020-04-11,1055.0,38.0,,7656.0,22421.0,632.0,,186419.0,,,5236.0,,,1591.0,,,
102,2020-04-12,902.0,44.0,,17109.0,23323.0,676.0,,203528.0,,,5234.0,,,1539.0,,,
103,2020-04-13,1011.0,49.0,,554.0,24334.0,725.0,,204082.0,,,3015.0,,,1178.0,,,
104,2020-04-14,1424.0,53.0,,11326.0,25758.0,778.0,,215408.0,,,5163.0,,,1552.0,,,
105,2020-04-15,1349.0,107.0,,14278.0,27107.0,885.0,,229686.0,,,5163.0,,,1175.0,,,
106,2020-04-16,1035.0,86.0,,29914.0,28142.0,971.0,,259600.0,,,5031.0,,,1568.0,,,
107,2020-04-17,1256.0,79.0,,-786.0,29398.0,1050.0,,258814.0,,,4892.0,,,1484.0,,,
108,2020-04-18,1431.0,96.0,,8052.0,30829.0,1146.0,,266866.0,,,4936.0,,,1490.0,,,
109,2020-04-19,715.0,30.0,,21234.0,31544.0,1176.0,,288100.0,,,4731.0,,,1457.0,,,
110,2020-04-20,2318.0,47.0,,2400.0,33862.0,1223.0,,290500.0,,,4674.0,,,1480.0,,,
111,2020-04-21,1982.0,93.0,,9600.0,35844.0,1316.0,,300100.0,,,4886.0,,,1502.0,,,
112,2020-04-22,1729.0,109.0,,165227.0,37573.0,1425.0,,465327.0,,,4984.0,,,1551.0,,,
113,2020-04-23,1961.0,123.0,,16770.0,39534.0,1548.0,,482097.0,,,4929.0,,,1531.0,,,
114,2020-04-24,1834.0,71.0,,12076.0,41368.0,1619.0,,494173.0,,,4880.0,,,1521.0,,,
115,2020-04-25,1222.0,73.0,,11862.0,42590.0,1692.0,,506035.0,,,4847.0,,,1458.0,,,
116,2020-04-26,1101.0,24.0,,20049.0,43691.0,1716.0,,526084.0,,,4928.0,,,1473.0,,,
117,2020-04-27,1517.0,84.0,,27325.0,45208.0,1800.0,,553409.0,,,4878.0,,,1499.0,,,
118,2020-04-28,1362.0,84.0,,24199.0,46570.0,1884.0,,577608.0,,,4983.0,,,1485.0,,,
119,2020-04-29,2334.0,77.0,,25531.0,48904.0,1961.0,,603139.0,,,5011.0,,,1512.0,,,
120,2020-04-30,1566.0,96.0,,22198.0,50470.0,2057.0,,625337.0,,,4981.0,,,1473.0,,,
121,2020-05-01,1848.0,90.0,,29648.0,52318.0,2147.0,,654985.0,,,4706.0,,,1434.0,,,
122,2020-05-02,1435.0,66.0,,31818.0,53753.0,2213.0,,686803.0,,,4722.0,,,1433.0,,,
123,2020-05-03,1319.0,22.0,,28948.0,55072.0,2235.0,,715751.0,,,4734.0,,,1468.0,,,
124,2020-05-04,1261.0,62.0,,32123.0,56333.0,2297.0,,747874.0,,,4616.0,,,1464.0,,,
125,2020-05-05,2515.0,89.0,,32028.0,58848.0,2386.0,,779902.0,,,4622.0,,,1388.0,,,
126,2020-05-06,1939.0,92.0,,29134.0,60787.0,2478.0,,809036.0,,,4681.0,,,1415.0,,,
127,2020-05-07,1694.0,83.0,,33838.0,62481.0,2561.0,,842874.0,,,4560.0,,,1374.0,,,
128,2020-05-08,2135.0,89.0,,32398.0,64616.0,2650.0,,875272.0,,,4514.0,,,1342.0,,,
129,2020-05-09,2208.0,82.0,,37298.0,66824.0,2732.0,,912570.0,,,4538.0,,,1349.0,,,
130,2020-05-10,1227.0,37.0,,43094.0,68051.0,2769.0,,955664.0,,,4555.0,,,1328.0,,,
131,2020-05-11,1463.0,51.0,,36233.0,69514.0,2820.0,,991897.0,,,4549.0,,,1329.0,,,
132,2020-05-12,1636.0,82.0,,41473.0,71150.0,2902.0,,1033370.0,,,4544.0,,,1349.0,,,
133,2020-05-13,2068.0,112.0,,32222.0,73218.0,3014.0,,1065592.0,,,4545.0,,,1314.0,,,
134,2020-05-14,1729.0,25.0,,39059.0,74947.0,3039.0,,1104651.0,,,4655.0,,,1324.0,,,
135,2020-05-15,2068.0,153.0,,29255.0,77015.0,3192.0,,1133906.0,,,4519.0,,,1324.0,,,
136,2020-05-16,1918.0,62.0,,45220.0,78933.0,3254.0,,1179126.0,,,4424.0,,,1313.0,,,
137,2020-05-17,1433.0,36.0,,56117.0,80366.0,3290.0,,1235243.0,,,4291.0,,,1293.0,,,
138,2020-05-18,1577.0,32.0,,57429.0,81943.0,3322.0,,1292672.0,,,4391.0,,,1325.0,,,
139,2020-05-19,2038.0,100.0,,46644.0,83981.0,3422.0,,1339316.0,,,4363.0,,,1307.0,,,
140,2020-05-20,2144.0,92.0,,40804.0,86125.0,3514.0,,1380120.0,,,4681.0,,,1345.0,,,
141,2020-05-21,2363.0,110.0,,41007.0,88488.0,3624.0,,1421127.0,,,4735.0,,,1310.0,,,
142,2020-05-22,2313.0,66.0,,45646.0,90801.0,3690.0,,1466773.0,,,4762.0,,,1317.0,,,
143,2020-05-23,2014.0,78.0,,48533.0,92815.0,3768.0,,1515306.0,,,4342.0,,,1312.0,,,
144,2020-05-24,1928.0,22.0,,67439.0,94743.0,3790.0,,1582745.0,,,4300.0,,,1315.0,,,
145,2020-05-25,2274.0,18.0,,61357.0,97017.0,3808.0,,1644102.0,,,4306.0,,,1301.0,,,
146,2020-05-26,2907.0,51.0,,52294.0,99924.0,3859.0,,1696396.0,,,4404.0,,,1392.0,,,
147,2020-05-27,1949.0,102.0,,40498.0,101873.0,3961.0,,1736894.0,,,4544.0,,,1407.0,,,
148,2020-05-28,2198.0,81.0,,53665.0,104071.0,4042.0,,1790559.0,,,4529.0,,,1325.0,,,
149,2020-05-29,2972.0,102.0,,44919.0,107043.0,4144.0,,1835478.0,,,4414.0,,,1328.0,,,
150,2020-05-30,3057.0,70.0,,53117.0,110100.0,4214.0,,1888595.0,,,4215.0,,,1273.0,,,
151,2020-05-31,3014.0,28.0,,56253.0,113114.0,4242.0,,1944848.0,,,4331.0,,,1324.0,,,
152,2020-06-01,2529.0,45.0,,67735.0,115643.0,4287.0,,2012583.0,,,4258.0,,,1273.0,,,
153,2020-06-02,2438.0,73.0,,59008.0,118081.0,4360.0,,2071591.0,,,4393.0,,,1286.0,,,
154,2020-06-03,2326.0,62.0,,59703.0,120407.0,4422.0,,2131294.0,,,4458.0,,,1313.0,,,
155,2020-06-04,2510.0,62.0,,51377.0,122917.0,4484.0,,2182671.0,,,4455.0,,,1279.0,,,
156,2020-06-05,3593.0,66.0,,55792.0,126510.0,4550.0,,2238463.0,,,4625.0,,,1333.0,,,
157,2020-06-06,2637.0,76.0,,69837.0,129147.0,4626.0,,2308300.0,,,4526.0,,,1315.0,,,
158,2020-06-07,2850.0,27.0,,53918.0,131997.0,4653.0,,2362218.0,,,4525.0,,,1288.0,,,
159,2020-06-08,2290.0,26.0,,68972.0,134287.0,4679.0,,2431190.0,,,4506.0,,,1301.0,,,
160,2020-06-09,2958.0,96.0,,55055.0,137245.0,4775.0,,2486245.0,,,4583.0,,,1345.0,,,
161,2020-06-10,2894.0,94.0,,54553.0,140139.0,4869.0,,2540798.0,,,4719.0,,,1326.0,,,
162,2020-06-11,3570.0,72.0,,56849.0,143709.0,4941.0,,2597647.0,,,4534.0,,,1325.0,,,
163,2020-06-12,3576.0,45.0,,64611.0,147285.0,4986.0,,2662258.0,,,4480.0,,,1310.0,,,
164,2020-06-13,3149.0,73.0,,62135.0,150434.0,5059.0,,2724393.0,,,4411.0,,,1313.0,,,
165,2020-06-14,2519.0,30.0,,77603.0,152953.0,5089.0,,2801996.0,,,4247.0,,,1280.0,,,
166,2020-06-15,2709.0,31.0,,66186.0,155662.0,5120.0,,2868182.0,,,4323.0,,,1270.0,,,
167,2020-06-16,3469.0,82.0,,69573.0,159131.0,5202.0,,2937755.0,,,4462.0,,,1272.0,,,
168,2020-06-17,4250.0,81.0,,60233.0,163381.0,5283.0,,2997988.0,,,4522.0,,,1318.0,,,
169,2020-06-18,3754.0,76.0,,76542.0,167135.0,5359.0,,3074530.0,,,4584.0,,,1298.0,,,
170,2020-06-19,3708.0,66.0,,81172.0,170843.0,5425.0,,3155702.0,,,4587.0,,,1329.0,,,
171,2020-06-20,4011.0,70.0,,78710.0,174854.0,5495.0,,3234412.0,,,4582.0,,,1332.0,,,
172,2020-06-21,3953.0,22.0,,84844.0,178807.0,5517.0,,3319256.0,,,4679.0,,,1366.0,,,
173,2020-06-22,5813.0,44.0,,92430.0,184620.0,5561.0,,3411686.0,,,4804.0,,,1412.0,,,
174,2020-06-23,6419.0,76.0,,85243.0,191039.0,5637.0,,3496929.0,,,5065.0,,,1421.0,,,
175,2020-06-24,4850.0,91.0,,95970.0,195889.0,5728.0,,3592899.0,,,5399.0,,,1487.0,,,
176,2020-06-25,5524.0,82.0,,101446.0,201413.0,5810.0,,3694345.0,,,5522.0,,,1523.0,,,
177,2020-06-26,5614.0,62.0,,76969.0,207027.0,5872.0,,3771314.0,,,5639.0,,,1570.0,,,
178,2020-06-27,4426.0,30.0,,90996.0,211453.0,5902.0,,3862310.0,,,5790.0,,,1562.0,,,
179,2020-06-28,5502.0,35.0,,93642.0,216955.0,5937.0,,3955952.0,,,5956.0,,,1602.0,,,
180,2020-06-29,7040.0,42.0,,105740.0,223995.0,5979.0,,4061692.0,,,6179.0,,,1686.0,,,
181,2020-06-30,8158.0,104.0,,105447.0,232153.0,6083.0,,4167139.0,,,6466.0,,,1751.0,,,
182,2020-07-01,7611.0,85.0,,87037.0,239764.0,6168.0,,4254176.0,,,6612.0,,,1859.0,,,
183,2020-07-02,8434.0,95.0,,84542.0,248198.0,6263.0,,4338718.0,,,6812.0,,,1934.0,,,
184,2020-07-03,8100.0,52.0,,109458.0,256298.0,6315.0,,4448176.0,,,7024.0,,,1871.0,,,
185,2020-07-04,8878.0,14.0,,104855.0,265176.0,6329.0,,4553031.0,,,7092.0,,,1888.0,,,
186,2020-07-05,6411.0,40.0,,127107.0,271587.0,6369.0,,4680138.0,,,7149.0,,,1907.0,,,
187,2020-07-06,6282.0,83.0,,113215.0,277869.0,6452.0,,4793353.0,,,7278.0,,,1937.0,,,
188,2020-07-07,9897.0,111.0,,103017.0,287766.0,6563.0,,4896370.0,,,7499.0,,,1984.0,,,
189,2020-07-08,8538.0,145.0,,99805.0,296304.0,6708.0,,4996175.0,,,7705.0,,,1976.0,,,
190,2020-07-09,7212.0,117.0,,82259.0,303516.0,6825.0,,5078434.0,,,7821.0,,,1957.0,,,
191,2020-07-10,7989.0,111.0,,97303.0,311505.0,6936.0,,5175737.0,,,7896.0,,,2005.0,,,
192,2020-07-11,8525.0,76.0,,99958.0,320030.0,7012.0,,5275695.0,,,7904.0,,,2021.0,,,
193,2020-07-12,7646.0,30.0,,130904.0,327676.0,7042.0,,5406599.0,,,7854.0,,,2020.0,,,
194,2020-07-13,8530.0,44.0,,137766.0,336206.0,7086.0,,5544365.0,,,7895.0,,,2021.0,,,
195,2020-07-14,10387.0,141.0,,130590.0,346593.0,7227.0,,5674955.0,,,8145.0,,,2083.0,,,
196,2020-07-15,8904.0,141.0,,118321.0,355497.0,7368.0,,5793276.0,,,8353.0,,,2110.0,,,
197,2020-07-16,9264.0,122.0,,122232.0,364761.0,7490.0,,5915508.0,,,8363.0,,,2120.0,,,
198,2020-07-17,10161.0,117.0,,128591.0,374922.0,7607.0,,6044099.0,,,8450.0,,,2153.0,,,
199,2020-07-18,8272.0,90.0,,123119.0,383194.0,7697.0,,6167218.0,,,8502.0,,,2125.0,,,
200,2020-07-19,8266.0,13.0,,119634.0,391460.0,7710.0,,6286852.0,,,8398.0,,,2107.0,,,
201,2020-07-20,8735.0,54.0,,127469.0,400195.0,7764.0,,6414321.0,,,8419.0,,,2157.0,,,
202,2020-07-21,10171.0,119.0,,122611.0,410366.0,7883.0,,6536932.0,,,8681.0,,,2226.0,,,
203,2020-07-22,12162.0,155.0,,127487.0,422528.0,8038.0,,6664419.0,,,8820.0,,,2284.0,,,
204,2020-07-23,10647.0,152.0,,113885.0,433175.0,8190.0,,6778304.0,,,8820.0,,,2284.0,,,
205,2020-07-24,9921.0,135.0,,137572.0,443096.0,8325.0,,6915876.0,,,8820.0,,,2284.0,,,
206,2020-07-25,10231.0,103.0,,131479.0,453327.0,8428.0,,7047355.0,,,8820.0,,,2284.0,,,
207,2020-07-26,6011.0,23.0,,120784.0,459338.0,8451.0,,7168139.0,,,8820.0,,,2284.0,,,
208,2020-07-27,7765.0,93.0,,128439.0,467103.0,8544.0,,7296578.0,,,8820.0,,,2284.0,,,
209,2020-07-28,7848.0,172.0,,121288.0,474951.0,8716.0,,7417866.0,,,8317.0,,,2198.0,,,
210,2020-07-29,11088.0,168.0,,99600.0,486039.0,8884.0,,7517466.0,,,8439.0,,,2209.0,,,
211,2020-07-30,8230.0,125.0,,116374.0,494269.0,9009.0,,7633840.0,,,8198.0,,,2220.0,,,
212,2020-07-31,8004.0,213.0,,177201.0,502273.0,9222.0,,7811041.0,,,7999.0,,,2163.0,,,
213,2020-08-01,7234.0,143.0,,75546.0,509507.0,9365.0,,7886587.0,,,7754.0,,,2120.0,,,
214,2020-08-02,6430.0,34.0,,149388.0,515937.0,9399.0,,8035975.0,,,7761.0,,,2119.0,,,
215,2020-08-03,6298.0,101.0,,148721.0,522235.0,9500.0,,8184696.0,,,7629.0,,,2069.0,,,
216,2020-08-04,5023.0,196.0,,121017.0,527258.0,9696.0,,8305713.0,,,7630.0,,,2082.0,,,
217,2020-08-05,5518.0,170.0,,103687.0,532776.0,9866.0,,8409400.0,,,7552.0,,,2005.0,,,
218,2020-08-06,8237.0,148.0,,91063.0,541013.0,10014.0,,8500463.0,,,7485.0,,,2026.0,,,
219,2020-08-07,7129.0,183.0,,96419.0,548142.0,10197.0,,8596882.0,,,7277.0,,,1978.0,,,
220,2020-08-08,8016.0,102.0,,110645.0,556158.0,10299.0,,8707527.0,,,6956.0,,,2038.0,,,
221,2020-08-09,7086.0,66.0,,118592.0,563244.0,10365.0,,8826119.0,,,6849.0,,,1891.0,,,
222,2020-08-10,11023.0,95.0,,172234.0,574267.0,10460.0,,8998353.0,,,6770.0,,,1879.0,,,
223,2020-08-11,11811.0,194.0,,187926.0,586078.0,10654.0,,9186279.0,,,6759.0,,,1885.0,,,
224,2020-08-12,9019.0,154.0,,117188.0,595097.0,10808.0,,9303467.0,,,6647.0,,,1873.0,,,
225,2020-08-13,8115.0,187.0,,142026.0,603212.0,10995.0,,9445493.0,,,6424.0,,,1826.0,,,
226,2020-08-14,10031.0,151.0,,111105.0,613243.0,11146.0,,9556598.0,,,6364.0,,,1850.0,,,
227,2020-08-15,8738.0,83.0,,124513.0,621981.0,11229.0,,9681111.0,,,6327.0,,,1812.0,,,
228,2020-08-16,6527.0,16.0,,117024.0,628508.0,11245.0,,9798135.0,,,6309.0,,,1820.0,,,
229,2020-08-17,6483.0,89.0,,135645.0,634991.0,11334.0,,9933780.0,,,6332.0,,,1811.0,,,
230,2020-08-18,5508.0,189.0,,115259.0,640499.0,11523.0,,10049039.0,,,6360.0,,,1801.0,,,
231,2020-08-19,6243.0,163.0,,91644.0,646742.0,11686.0,,10140683.0,,,6479.0,,,1761.0,,,
232,2020-08-20,6659.0,115.0,,87283.0,653401.0,11801.0,,10227966.0,,,6212.0,,,1707.0,,,
233,2020-08-21,6590.0,183.0,,101406.0,659991.0,11984.0,,10329372.0,,,6039.0,,,1706.0,,,
234,2020-08-22,5334.0,153.0,,106980.0,665325.0,12137.0,,10436352.0,,,5873.0,,,1675.0,,,
235,2020-08-23,4619.0,15.0,,104679.0,669944.0,12152.0,,10541031.0,,,5665.0,,,1582.0,,,
236,2020-08-24,6292.0,98.0,,111456.0,676236.0,12250.0,,10652487.0,,,5618.0,,,1549.0,,,
237,2020-08-25,6084.0,159.0,,110019.0,682320.0,12409.0,,10762506.0,,,5561.0,,,1540.0,,,
238,2020-08-26,5292.0,138.0,,70251.0,687612.0,12547.0,,10832757.0,,,5537.0,,,1507.0,,,
239,2020-08-27,5350.0,149.0,,85658.0,692962.0,12696.0,,10918415.0,,,5397.0,,,1492.0,,,
240,2020-08-28,5427.0,140.0,,92222.0,698389.0,12836.0,,11010637.0,,,5267.0,,,1477.0,,,
241,2020-08-29,4110.0,70.0,,98993.0,702499.0,12906.0,,11109630.0,,,5063.0,,,1411.0,,,
242,2020-08-30,4090.0,33.0,,122199.0,706589.0,12939.0,,11231829.0,,,4943.0,,,1396.0,,,
243,2020-08-31,5952.0,81.0,,141476.0,712541.0,13020.0,,11373305.0,,,4829.0,,,1346.0,,,
244,2020-09-01,4087.0,129.0,,97391.0,716628.0,13149.0,,11470696.0,,,4869.0,,,1352.0,,,
245,2020-09-02,5407.0,181.0,,109674.0,722035.0,13330.0,,11580370.0,,,4851.0,,,1339.0,,,
246,2020-09-03,5363.0,167.0,,83554.0,727398.0,13497.0,,11663924.0,,,4571.0,,,1270.0,,,
247,2020-09-04,5293.0,147.0,,133046.0,732691.0,13644.0,,11796970.0,,,4401.0,,,1235.0,,,
248,2020-09-05,4382.0,64.0,,119353.0,737073.0,13708.0,,11916323.0,,,4242.0,,,1242.0,,,
249,2020-09-06,3160.0,22.0,,130868.0,740233.0,13730.0,,12047191.0,,,4226.0,,,1201.0,,,
250,2020-09-07,2456.0,33.0,,111101.0,742689.0,13763.0,,12158292.0,,,4285.0,,,1244.0,,,
251,2020-09-08,3424.0,80.0,,109656.0,746113.0,13843.0,,12267948.0,,,4297.0,,,1217.0,,,
252,2020-09-09,3083.0,147.0,,75849.0,749196.0,13990.0,,12343797.0,,,4425.0,,,1233.0,,,
253,2020-09-10,3821.0,104.0,,46194.0,753017.0,14094.0,,12389991.0,,,4225.0,,,1184.0,,,
254,2020-09-11,4108.0,171.0,,61669.0,757125.0,14265.0,,12451660.0,,,4023.0,,,1172.0,,,
255,2020-09-12,3456.0,68.0,,105307.0,760581.0,14333.0,,12556967.0,,,3848.0,,,1120.0,,,
256,2020-09-13,2808.0,53.0,,133049.0,763389.0,14386.0,,12690016.0,,,3741.0,,,1056.0,,,
257,2020-09-14,3673.0,72.0,,116173.0,767062.0,14458.0,,12806189.0,,,3665.0,,,1040.0,,,
258,2020-09-15,2855.0,148.0,,121981.0,769917.0,14606.0,,12928170.0,,,3735.0,,,1044.0,,,
259,2020-09-16,3401.0,110.0,,72352.0,773318.0,14716.0,,13000522.0,,,3685.0,,,1032.0,,,
260,2020-09-17,3626.0,91.0,,79515.0,776944.0,14807.0,,13080037.0,,,3621.0,,,997.0,,,
261,2020-09-18,4492.0,105.0,,97149.0,781436.0,14912.0,,13177186.0,,,3570.0,,,965.0,,,
262,2020-09-19,3640.0,111.0,,166700.0,785076.0,15023.0,,13343886.0,,,3510.0,,,970.0,,,
263,2020-09-20,3001.0,-5.0,,179272.0,788077.0,15018.0,,13523158.0,,,3441.0,,,925.0,,,
264,2020-09-21,4140.0,51.0,,149624.0,792217.0,15069.0,,13672782.0,,,3459.0,,,960.0,,,
265,2020-09-22,2860.0,140.0,,131273.0,795077.0,15209.0,,13804055.0,,,3520.0,,,923.0,,,
266,2020-09-23,3273.0,104.0,,75368.0,798350.0,15313.0,,13879423.0,,,3557.0,,,905.0,,,
267,2020-09-24,3321.0,76.0,,73434.0,801671.0,15389.0,,13952857.0,,,3484.0,,,914.0,,,
268,2020-09-25,4062.0,144.0,,99390.0,805733.0,15533.0,,14052247.0,,,3307.0,,,899.0,,,
269,2020-09-26,3481.0,55.0,,130483.0,809214.0,15588.0,,14182730.0,,,3203.0,,,862.0,,,
270,2020-09-27,2484.0,20.0,,150768.0,811698.0,15608.0,,14333498.0,,,3129.0,,,892.0,,,
271,2020-09-28,3098.0,33.0,,151354.0,814796.0,15641.0,,14484852.0,,,3160.0,,,831.0,,,
