,subregion2_name,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
485,Alameda County,-38.0,-10.0,38.0,-60.0,-54.0,21.0
486,Alameda County,-41.0,-11.0,26.0,-59.0,-50.0,20.0
487,Alameda County,-45.0,-12.0,28.0,-49.0,-17.0,10.0
488,Alameda County,-43.0,-15.0,35.0,-47.0,-19.0,8.0
489,Alameda County,-38.0,-15.0,22.0,-60.0,-54.0,20.0
490,Alameda County,-39.0,-11.0,34.0,-60.0,-54.0,21.0
491,Alameda County,-39.0,-13.0,30.0,-61.0,-53.0,21.0
492,Alameda County,-39.0,-12.0,34.0,-62.0,-54.0,21.0
493,Alameda County,-41.0,-11.0,28.0,-60.0,-50.0,20.0
494,Alameda County,-45.0,-13.0,30.0,-50.0,-17.0,10.0
495,Alameda County,-43.0,-17.0,32.0,-49.0,-18.0,8.0
496,Alameda County,-38.0,-17.0,22.0,-61.0,-54.0,20.0
497,Alameda County,-39.0,-12.0,32.0,-61.0,-54.0,21.0
498,Alameda County,-39.0,-14.0,32.0,-61.0,-53.0,21.0
499,Alameda County,-39.0,-13.0,34.0,-61.0,-53.0,21.0
500,Alameda County,-41.0,-13.0,23.0,-60.0,-50.0,20.0
501,Alameda County,-44.0,-14.0,33.0,-49.0,-18.0,9.0
502,Alameda County,-42.0,-17.0,35.0,-48.0,-20.0,8.0
503,Alameda County,-37.0,-17.0,25.0,-61.0,-54.0,19.0
504,Alameda County,-39.0,-13.0,34.0,-61.0,-54.0,20.0
505,Alameda County,-39.0,-15.0,33.0,-60.0,-54.0,20.0
506,Alameda County,-39.0,-13.0,33.0,-61.0,-55.0,20.0
507,Alameda County,-40.0,-12.0,28.0,-58.0,-51.0,19.0
508,Alameda County,-44.0,-13.0,28.0,-49.0,-19.0,9.0
509,Alameda County,-41.0,-17.0,36.0,-46.0,-19.0,7.0
510,Alameda County,-36.0,-15.0,26.0,-59.0,-54.0,19.0
511,Alameda County,-38.0,-12.0,33.0,-60.0,-55.0,20.0
512,Alameda County,-39.0,-15.0,12.0,-61.0,-54.0,20.0
513,Alameda County,-37.0,-12.0,39.0,-61.0,-54.0,20.0
514,Alameda County,-39.0,-13.0,28.0,-59.0,-51.0,19.0
515,Alameda County,-42.0,-14.0,31.0,-50.0,-18.0,9.0
516,Alameda County,-40.0,-16.0,36.0,-48.0,-19.0,7.0
517,Alameda County,-37.0,-16.0,22.0,-61.0,-54.0,19.0
518,Alameda County,-37.0,-14.0,36.0,-61.0,-55.0,20.0
519,Alameda County,-38.0,-16.0,30.0,-62.0,-54.0,20.0
520,Alameda County,-37.0,-14.0,31.0,-62.0,-55.0,20.0
521,Alameda County,-39.0,-12.0,18.0,-61.0,-52.0,19.0
522,Alameda County,-43.0,-13.0,17.0,-51.0,-21.0,9.0
523,Alameda County,-42.0,-20.0,-1.0,-52.0,-23.0,8.0
524,Alameda County,-37.0,-18.0,8.0,-62.0,-55.0,20.0
525,Alameda County,-38.0,-13.0,17.0,-63.0,-54.0,20.0
526,Alameda County,-39.0,-16.0,-4.0,-63.0,-54.0,21.0
527,Alameda County,-38.0,-14.0,0.0,-63.0,-55.0,21.0
528,Alameda County,-41.0,-14.0,-7.0,-61.0,-51.0,20.0
529,Alameda County,-43.0,-15.0,-13.0,-52.0,-19.0,10.0
530,Alameda County,-43.0,-19.0,-18.0,-52.0,-21.0,9.0
531,Alameda County,-38.0,-18.0,-10.0,-63.0,-54.0,21.0
532,Alameda County,-38.0,-14.0,5.0,-62.0,-54.0,21.0
533,Alameda County,-39.0,-17.0,4.0,-62.0,-53.0,21.0
534,Alameda County,-38.0,-15.0,17.0,-61.0,-54.0,21.0
535,Alameda County,-40.0,-16.0,-1.0,-61.0,-50.0,20.0
536,Alameda County,-42.0,-16.0,2.0,-52.0,-18.0,9.0
537,Alameda County,-39.0,-17.0,18.0,-49.0,-19.0,8.0
538,Alameda County,-38.0,-19.0,0.0,-62.0,-53.0,20.0
539,Alameda County,-37.0,-13.0,10.0,-61.0,-54.0,20.0
540,Alameda County,-36.0,-16.0,11.0,-61.0,-53.0,20.0
541,Alameda County,-35.0,-13.0,11.0,-60.0,-54.0,20.0
542,Alameda County,-36.0,-11.0,10.0,-59.0,-51.0,18.0
543,Alameda County,-41.0,-14.0,4.0,-51.0,-21.0,8.0
544,Alameda County,-40.0,-18.0,2.0,-49.0,-22.0,6.0
545,Alameda County,-36.0,-17.0,14.0,-71.0,-78.0,23.0
546,Alameda County,-38.0,-15.0,-3.0,-61.0,-55.0,20.0
547,Alameda County,-42.0,-21.0,-25.0,-63.0,-54.0,21.0
548,Alameda County,-39.0,-17.0,-19.0,-63.0,-54.0,21.0
549,Alameda County,-41.0,-17.0,-30.0,-63.0,-50.0,21.0
550,Alameda County,-42.0,-16.0,-31.0,-55.0,-18.0,11.0
551,Alameda County,-41.0,-19.0,-25.0,-56.0,-20.0,10.0
552,Alameda County,-36.0,-18.0,-19.0,-64.0,-52.0,20.0
553,Alameda County,-36.0,-14.0,9.0,-62.0,-51.0,20.0
554,Alameda County,-35.0,-17.0,17.0,-62.0,-51.0,19.0
555,Alameda County,-35.0,-16.0,20.0,-61.0,-52.0,20.0
556,Alameda County,-36.0,-16.0,11.0,-60.0,-48.0,18.0
557,Alameda County,-37.0,-14.0,19.0,-48.0,-16.0,7.0
558,Alameda County,-37.0,-18.0,22.0,-48.0,-17.0,7.0
559,Alameda County,-35.0,-18.0,5.0,-63.0,-52.0,19.0
560,Alameda County,-35.0,-15.0,14.0,-64.0,-52.0,20.0
561,Alameda County,-35.0,-16.0,10.0,-62.0,-51.0,20.0
562,Alameda County,-35.0,-15.0,10.0,-62.0,-52.0,20.0
563,Alameda County,-36.0,-15.0,3.0,-61.0,-48.0,18.0
564,Alameda County,-38.0,-15.0,13.0,-51.0,-14.0,7.0
565,Alameda County,-37.0,-18.0,12.0,-50.0,-17.0,7.0
566,Alameda County,-35.0,-19.0,-9.0,-63.0,-52.0,19.0
567,Alameda County,-36.0,-15.0,3.0,-63.0,-51.0,20.0
568,Alameda County,-34.0,-15.0,-4.0,-62.0,-51.0,19.0
569,Alameda County,-34.0,-14.0,-13.0,-62.0,-51.0,20.0
570,Alameda County,-37.0,-15.0,-24.0,-60.0,-47.0,19.0
571,Alameda County,-37.0,-14.0,-11.0,-51.0,-16.0,8.0
572,Alameda County,-35.0,-17.0,13.0,-49.0,-17.0,7.0
573,Alameda County,-34.0,-18.0,-6.0,-63.0,-51.0,19.0
574,Alameda County,-35.0,-14.0,4.0,-62.0,-52.0,19.0
575,Alameda County,-36.0,-18.0,-5.0,-63.0,-51.0,19.0
576,Alameda County,-36.0,-16.0,0.0,-62.0,-51.0,20.0
577,Alameda County,-36.0,-15.0,0.0,-60.0,-47.0,18.0
578,Alameda County,-37.0,-14.0,4.0,-52.0,-14.0,8.0
579,Alameda County,-35.0,-17.0,21.0,-49.0,-15.0,7.0
580,Alameda County,-32.0,-16.0,7.0,-63.0,-54.0,19.0
581,Alameda County,-35.0,-13.0,11.0,-62.0,-51.0,19.0
582,Alameda County,-34.0,-15.0,6.0,-62.0,-50.0,19.0
583,Alameda County,-34.0,-13.0,5.0,-60.0,-51.0,19.0
584,Alameda County,-35.0,-13.0,-1.0,-58.0,-47.0,18.0
585,Alameda County,,,,,,
586,Alameda County,,,,,,
587,Alameda County,,,,,,
588,Alameda County,,,,,,
589,Alameda County,,,,,,
590,Alpine County,,,,,,
591,Alpine County,,,,,,
592,Alpine County,,,,,,
593,Alpine County,,,,,,
594,Alpine County,,,,,,
595,Alpine County,,,,,,
596,Alpine County,,,,,,
597,Alpine County,,,,,,
598,Alpine County,,,,,,
599,Alpine County,,,,,,
600,Alpine County,,,,,,
601,Alpine County,,,,,,
602,Alpine County,,,,,,
603,Alpine County,,,,,,
604,Alpine County,,,,,,
605,Alpine County,,,,,,
606,Alpine County,,,,,,
607,Alpine County,,,,,,
608,Alpine County,,,,,,
609,Alpine County,,,,,,
610,Alpine County,,,,,,
611,Alpine County,,,,,,
612,Alpine County,,,,,,
613,Alpine County,,,,,,
614,Alpine County,,,,,,
615,Alpine County,,,,,,
616,Alpine County,,,,,,
617,Alpine County,,,,,,
618,Alpine County,,,,,,
619,Alpine County,,,,,,
620,Alpine County,,,,,,
621,Alpine County,,,,,,
622,Alpine County,,,,,,
623,Alpine County,,,,,,
624,Alpine County,,,,,,
625,Alpine County,,,,,,
626,Alpine County,,,,,,
627,Alpine County,,,,,,
628,Alpine County,,,,,,
629,Alpine County,,,,,,
630,Alpine County,,,,,,
631,Alpine County,,,,,,
632,Alpine County,,,,,,
633,Alpine County,,,,,,
634,Alpine County,,,,,,
635,Alpine County,,,,,,
636,Alpine County,,,,,,
637,Alpine County,,,,,,
638,Alpine County,,,,,,
639,Alpine County,,,,,,
640,Alpine County,,,,,,
641,Alpine County,,,,,,
642,Alpine County,,,,,,
643,Alpine County,,,,,,
644,Alpine County,,,,,,
645,Alpine County,,,,,,
646,Alpine County,,,,,,
647,Alpine County,,,,,,
648,Alpine County,,,,,,
649,Alpine County,,,,,,
650,Alpine County,,,,,,
651,Alpine County,,,,,,
652,Alpine County,,,,,,
653,Alpine County,,,,,,
654,Alpine County,,,,,,
655,Alpine County,,,,,,
656,Alpine County,,,,,,
657,Alpine County,,,,,,
658,Alpine County,,,,,,
659,Alpine County,,,,,,
660,Alpine County,,,,,,
661,Alpine County,,,,,,
662,Alpine County,,,,,,
663,Alpine County,,,,,,
664,Alpine County,,,,,,
665,Alpine County,,,,,,
666,Alpine County,,,,,,
667,Alpine County,,,,,,
668,Alpine County,,,,,,
669,Alpine County,,,,,,
670,Alpine County,,,,,,
671,Alpine County,,,,,,
672,Alpine County,,,,,,
673,Alpine County,,,,,,
674,Alpine County,,,,,,
675,Alpine County,,,,,,
676,Alpine County,,,,,,
677,Alpine County,,,,,,
678,Alpine County,,,,,,
679,Alpine County,,,,,,
680,Alpine County,,,,,,
681,Alpine County,,,,,,
682,Alpine County,,,,,,
683,Alpine County,,,,,,
684,Alpine County,,,,,,
685,Alpine County,,,,,,
686,Alpine County,,,,,,
687,Alpine County,,,,,,
688,Alpine County,,,,,,
689,Alpine County,,,,,,
690,Alpine County,,,,,,
691,Alpine County,,,,,,
692,Alpine County,,,,,,
693,Alpine County,,,,,,
694,Alpine County,,,,,,
695,Alpine County,,,,,,
696,Alpine County,,,,,,
697,Alpine County,,,,,,
698,Alpine County,,,,,,
699,Alpine County,,,,,,
700,Alpine County,,,,,,
701,Alpine County,,,,,,
702,Alpine County,,,,,,
703,Alpine County,,,,,,
704,Alpine County,,,,,,
705,Alpine County,,,,,,
706,Alpine County,,,,,,
707,Alpine County,,,,,,
708,Alpine County,,,,,,
709,Alpine County,,,,,,
710,Alpine County,,,,,,
711,Alpine County,,,,,,
712,Alpine County,,,,,,
713,Alpine County,,,,,,
714,Alpine County,,,,,,
715,Alpine County,,,,,,
716,Alpine County,,,,,,
717,Alpine County,,,,,,
718,Alpine County,,,,,,
719,Alpine County,,,,,,
720,Alpine County,,,,,,
721,Alpine County,,,,,,
722,Alpine County,,,,,,
723,Alpine County,,,,,,
724,Alpine County,,,,,,
725,Alpine County,,,,,,
726,Alpine County,,,,,,
727,Alpine County,,,,,,
728,Alpine County,,,,,,
729,Alpine County,,,,,,
730,Alpine County,,,,,,
731,Alpine County,,,,,,
732,Alpine County,,,,,,
733,Alpine County,,,,,,
734,Alpine County,,,,,,
735,Alpine County,,,,,,
736,Alpine County,,,,,,
737,Alpine County,,,,,,
738,Alpine County,,,,,,
739,Alpine County,,,,,,
740,Alpine County,,,,,,
741,Alpine County,,,,,,
742,Alpine County,,,,,,
743,Alpine County,,,,,,
744,Alpine County,,,,,,
745,Alpine County,,,,,,
746,Alpine County,,,,,,
747,Alpine County,,,,,,
748,Alpine County,,,,,,
749,Alpine County,,,,,,
750,Alpine County,,,,,,
751,Alpine County,,,,,,
752,Alpine County,,,,,,
753,Alpine County,,,,,,
754,Alpine County,,,,,,
755,Alpine County,,,,,,
756,Alpine County,,,,,,
757,Alpine County,,,,,,
758,Alpine County,,,,,,
759,Alpine County,,,,,,
760,Alpine County,,,,,,
761,Alpine County,,,,,,
762,Alpine County,,,,,,
763,Alpine County,,,,,,
764,Alpine County,,,,,,
765,Alpine County,,,,,,
766,Alpine County,,,,,,
767,Alpine County,,,,,,
768,Alpine County,,,,,,
769,Alpine County,,,,,,
770,Alpine County,,,,,,
771,Alpine County,,,,,,
772,Alpine County,,,,,,
773,Alpine County,,,,,,
774,Alpine County,,,,,,
775,Alpine County,,,,,,
776,Alpine County,,,,,,
777,Alpine County,,,,,,
778,Alpine County,,,,,,
779,Alpine County,,,,,,
780,Alpine County,,,,,,
781,Alpine County,,,,,,
782,Alpine County,,,,,,
783,Alpine County,,,,,,
784,Alpine County,,,,,,
785,Alpine County,,,,,,
786,Alpine County,,,,,,
787,Alpine County,,,,,,
788,Alpine County,,,,,,
789,Alpine County,,,,,,
790,Alpine County,,,,,,
791,Alpine County,,,,,,
792,Alpine County,,,,,,
793,Alpine County,,,,,,
794,Alpine County,,,,,,
795,Alpine County,,,,,,
796,Alpine County,,,,,,
797,Alpine County,,,,,,
798,Alpine County,,,,,,
799,Alpine County,,,,,,
800,Alpine County,,,,,,
801,Alpine County,,,,,,
802,Alpine County,,,,,,
803,Alpine County,,,,,,
804,Alpine County,,,,,,
805,Alpine County,,,,,,
806,Alpine County,,,,,,
807,Alpine County,,,,,,
808,Alpine County,,,,,,
809,Alpine County,,,,,,
810,Alpine County,,,,,,
811,Alpine County,,,,,,
812,Alpine County,,,,,,
813,Alpine County,,,,,,
814,Alpine County,,,,,,
815,Alpine County,,,,,,
816,Alpine County,,,,,,
817,Alpine County,,,,,,
818,Alpine County,,,,,,
819,Alpine County,,,,,,
820,Alpine County,,,,,,
821,Alpine County,,,,,,
822,Alpine County,,,,,,
823,Alpine County,,,,,,
824,Alpine County,,,,,,
825,Alpine County,,,,,,
826,Alpine County,,,,,,
827,Alpine County,,,,,,
828,Alpine County,,,,,,
829,Alpine County,,,,,,
830,Alpine County,,,,,,
831,Alpine County,,,,,,
832,Alpine County,,,,,,
833,Alpine County,,,,,,
834,Alpine County,,,,,,
835,Alpine County,,,,,,
836,Alpine County,,,,,,
837,Alpine County,,,,,,
838,Alpine County,,,,,,
839,Alpine County,,,,,,
840,Alpine County,,,,,,
841,Alpine County,,,,,,
842,Alpine County,,,,,,
843,Alpine County,,,,,,
844,Alpine County,,,,,,
845,Alpine County,,,,,,
846,Alpine County,,,,,,
847,Alpine County,,,,,,
848,Alpine County,,,,,,
849,Alpine County,,,,,,
850,Alpine County,,,,,,
851,Alpine County,,,,,,
852,Alpine County,,,,,,
853,Alpine County,,,,,,
854,Alpine County,,,,,,
855,Alpine County,,,,,,
856,Alpine County,,,,,,
857,Alpine County,,,,,,
858,Alpine County,,,,,,
859,Alpine County,,,,,,
860,Alpine County,,,,,,
861,Alpine County,,,,,,
862,Alpine County,,,,,,
863,Alpine County,,,,,,
864,Alpine County,,,,,,
865,Alpine County,,,,,,
866,Alpine County,,,,,,
867,Alpine County,,,,,,
868,Alpine County,,,,,,
869,Alpine County,,,,,,
870,Alpine County,,,,,,
871,Alpine County,,,,,,
872,Alpine County,,,,,,
873,Alpine County,,,,,,
874,Alpine County,,,,,,
875,Alpine County,,,,,,
876,Alpine County,,,,,,
877,Alpine County,,,,,,
878,Alpine County,,,,,,
879,Alpine County,,,,,,
880,Alpine County,,,,,,
881,Alpine County,,,,,,
882,Alpine County,,,,,,
883,Alpine County,,,,,,
884,Alpine County,,,,,,
885,Amador County,,,,,,
886,Amador County,,,,,,
887,Amador County,,,,,,
888,Amador County,,,,,,
889,Amador County,,,,,,
890,Amador County,,,,,,
891,Amador County,,,,,,
892,Amador County,,,,,,
893,Amador County,,,,,,
894,Amador County,,,,,,
895,Amador County,,,,,,
896,Amador County,,,,,,
897,Amador County,,,,,,
898,Amador County,,,,,,
899,Amador County,,,,,,
900,Amador County,,,,,,
901,Amador County,,,,,,
902,Amador County,,,,,,
903,Amador County,,,,,,
904,Amador County,,,,,,
905,Amador County,,,,,,
906,Amador County,,,,,,
907,Amador County,,,,,,
908,Amador County,,,,,,
909,Amador County,,,,,,
910,Amador County,,,,,,
911,Amador County,,,,,,
912,Amador County,,,,,,
913,Amador County,,,,,,
914,Amador County,,,,,,
915,Amador County,,,,,,
916,Amador County,,,,,,
917,Amador County,,,,,,
918,Amador County,,,,,,
919,Amador County,,,,,,
920,Amador County,,,,,,
921,Amador County,,,,,,
922,Amador County,,,,,,
923,Amador County,,,,,,
924,Amador County,,,,,,
925,Amador County,,,,,,
926,Amador County,,,,,,
927,Amador County,,,,,,
928,Amador County,,,,,,
929,Amador County,,,,,,
930,Amador County,13.0,2.0,,,-3.0,
931,Amador County,32.0,6.0,,,3.0,
932,Amador County,17.0,5.0,,,-33.0,
933,Amador County,3.0,1.0,,,4.0,-1.0
934,Amador County,6.0,2.0,,,0.0,0.0
935,Amador County,13.0,3.0,,,0.0,-1.0
936,Amador County,1.0,5.0,,,1.0,-1.0
937,Amador County,10.0,1.0,,,-6.0,
938,Amador County,11.0,2.0,,,0.0,
939,Amador County,5.0,9.0,,,2.0,0.0
940,Amador County,13.0,2.0,,,6.0,-1.0
941,Amador County,14.0,1.0,,,0.0,-1.0
942,Amador County,10.0,7.0,,,3.0,-2.0
943,Amador County,11.0,5.0,,,5.0,-2.0
944,Amador County,13.0,0.0,,,1.0,
945,Amador County,10.0,4.0,,,1.0,
946,Amador County,10.0,9.0,,,5.0,-1.0
947,Amador County,16.0,10.0,,,7.0,-2.0
948,Amador County,12.0,3.0,,,2.0,-1.0
949,Amador County,13.0,5.0,,,5.0,-2.0
950,Amador County,5.0,7.0,,,3.0,0.0
951,Amador County,7.0,3.0,,,-3.0,
952,Amador County,21.0,6.0,,,3.0,
953,Amador County,4.0,10.0,,,5.0,1.0
954,Amador County,9.0,7.0,,,9.0,0.0
955,Amador County,8.0,6.0,,,2.0,0.0
956,Amador County,13.0,16.0,,,2.0,-1.0
957,Amador County,8.0,25.0,,,2.0,0.0
958,Amador County,-5.0,10.0,,,-6.0,
959,Amador County,-20.0,4.0,,,-12.0,
960,Amador County,-17.0,13.0,,,-26.0,
961,Amador County,-10.0,20.0,,,-23.0,
962,Amador County,-12.0,16.0,,,-29.0,
963,Amador County,-15.0,16.0,,,-31.0,
964,Amador County,-32.0,7.0,,,-37.0,
965,Amador County,-44.0,-5.0,,,-32.0,
966,Amador County,-41.0,-15.0,,,-39.0,
967,Amador County,-36.0,-6.0,,,-40.0,
968,Amador County,-35.0,-8.0,,,-39.0,
969,Amador County,-34.0,-19.0,,,-41.0,
970,Amador County,-30.0,-8.0,,,-43.0,
971,Amador County,-32.0,-2.0,,,-38.0,
972,Amador County,-46.0,-17.0,-50.0,,-41.0,
973,Amador County,-41.0,-20.0,,,-44.0,
974,Amador County,-32.0,-5.0,,,-39.0,
975,Amador County,-25.0,3.0,,,-41.0,
976,Amador County,-27.0,-11.0,,,-39.0,
977,Amador County,-27.0,-5.0,,,-40.0,
978,Amador County,-32.0,-15.0,,,-41.0,
979,Amador County,-49.0,-30.0,-64.0,,-41.0,
980,Amador County,-56.0,-44.0,,,-52.0,
981,Amador County,-41.0,,,,-45.0,
982,Amador County,,,,,-42.0,
983,Amador County,,-31.0,,,-43.0,
984,Amador County,-33.0,,,,-45.0,
985,Amador County,-40.0,-25.0,,,-46.0,
986,Amador County,-35.0,-26.0,,,-39.0,
987,Amador County,-62.0,-40.0,,,-52.0,
988,Amador County,-28.0,-10.0,,,-43.0,
989,Amador County,,-5.0,,,-41.0,
990,Amador County,-18.0,-1.0,,,-41.0,
991,Amador County,-30.0,2.0,,,-41.0,
992,Amador County,-38.0,0.0,,,-44.0,
993,Amador County,-38.0,-5.0,-41.0,,-41.0,
994,Amador County,-33.0,-8.0,,,-43.0,
995,Amador County,-35.0,-3.0,,,-41.0,
996,Amador County,-34.0,1.0,,,-38.0,
997,Amador County,-27.0,-1.0,,,-39.0,
998,Amador County,-31.0,4.0,,,-40.0,
999,Amador County,-34.0,-3.0,,,-44.0,
1000,Amador County,-35.0,-1.0,,,-39.0,
1001,Amador County,-30.0,1.0,,,-43.0,
1002,Amador County,-29.0,0.0,,,-37.0,
1003,Amador County,-27.0,0.0,,,-36.0,
1004,Amador County,-27.0,4.0,,,-37.0,
1005,Amador County,-24.0,11.0,,,-40.0,
1006,Amador County,-26.0,9.0,,,-39.0,
1007,Amador County,-28.0,0.0,,,-35.0,
1008,Amador County,-19.0,6.0,,,-37.0,
1009,Amador County,-23.0,7.0,,,-36.0,
1010,Amador County,,15.0,,,-36.0,
1011,Amador County,-23.0,6.0,,,-36.0,
1012,Amador County,-20.0,16.0,,,-36.0,
1013,Amador County,-27.0,8.0,,,-37.0,
1014,Amador County,-18.0,25.0,,,-34.0,
1015,Amador County,-19.0,,,,-37.0,
1016,Amador County,-25.0,0.0,,,-34.0,
1017,Amador County,,2.0,,,-32.0,
1018,Amador County,-20.0,3.0,,,-33.0,
1019,Amador County,-15.0,13.0,,,-35.0,
1020,Amador County,-20.0,9.0,,,-32.0,
1021,Amador County,-19.0,12.0,,,-30.0,
1022,Amador County,-26.0,-5.0,,,-36.0,
1023,Amador County,-25.0,0.0,,,-35.0,
1024,Amador County,-15.0,3.0,,,-29.0,
1025,Amador County,-14.0,5.0,,,-31.0,
1026,Amador County,-10.0,14.0,,,-31.0,
1027,Amador County,-11.0,13.0,,,-32.0,
1028,Amador County,-11.0,20.0,,,-25.0,
1029,Amador County,1.0,22.0,,,-31.0,
1030,Amador County,-12.0,4.0,,,-60.0,
1031,Amador County,-8.0,11.0,,,-28.0,
1032,Amador County,-14.0,8.0,,,-31.0,
1033,Amador County,-13.0,13.0,,,-30.0,
1034,Amador County,-14.0,11.0,,,-28.0,
1035,Amador County,-18.0,8.0,,,-21.0,
1036,Amador County,-5.0,7.0,,,-25.0,
1037,Amador County,-5.0,11.0,,,-29.0,
1038,Amador County,-4.0,15.0,,,-26.0,
1039,Amador County,-8.0,8.0,,,-27.0,
1040,Amador County,-9.0,17.0,,,-27.0,
1041,Amador County,-11.0,14.0,,,-25.0,
1042,Amador County,-11.0,16.0,,,-23.0,
1043,Amador County,-1.0,17.0,,,-26.0,
1044,Amador County,-6.0,13.0,,,-27.0,
1045,Amador County,-1.0,18.0,,,-26.0,
1046,Amador County,1.0,6.0,,,-27.0,
1047,Amador County,5.0,11.0,,,-28.0,
1048,Amador County,-4.0,7.0,,,-27.0,
1049,Amador County,-3.0,9.0,,,-18.0,
1050,Amador County,13.0,8.0,,,-19.0,
1051,Amador County,3.0,6.0,,,-30.0,
1052,Amador County,11.0,14.0,,,-23.0,
1053,Amador County,8.0,10.0,,,-27.0,
1054,Amador County,5.0,20.0,,,-27.0,
1055,Amador County,1.0,14.0,,,-26.0,
1056,Amador County,1.0,18.0,,,-14.0,
1057,Amador County,10.0,18.0,,,-20.0,
1058,Amador County,3.0,5.0,,,-30.0,
1059,Amador County,5.0,13.0,,,-25.0,
1060,Amador County,3.0,9.0,,,-28.0,
1061,Amador County,5.0,14.0,,,-28.0,
1062,Amador County,-1.0,4.0,,,-29.0,
1063,Amador County,-4.0,11.0,,,-19.0,
1064,Amador County,11.0,15.0,,,-18.0,
1065,Amador County,6.0,9.0,,,-28.0,
1066,Amador County,11.0,11.0,,,-22.0,
1067,Amador County,9.0,15.0,,,-25.0,
1068,Amador County,19.0,24.0,,,-27.0,
1069,Amador County,14.0,34.0,,,-43.0,
1070,Amador County,-26.0,7.0,,,-23.0,
1071,Amador County,-1.0,4.0,,,-18.0,
1072,Amador County,6.0,11.0,,,-30.0,
1073,Amador County,7.0,16.0,,,-24.0,
1074,Amador County,4.0,5.0,,,-25.0,
1075,Amador County,2.0,11.0,,,-27.0,
1076,Amador County,-5.0,8.0,,,-24.0,
1077,Amador County,-8.0,16.0,,,-15.0,
1078,Amador County,0.0,8.0,,,-17.0,
1079,Amador County,4.0,6.0,,,-27.0,
1080,Amador County,0.0,10.0,,,-26.0,
1081,Amador County,-1.0,7.0,,,-27.0,
1082,Amador County,-2.0,13.0,,,-29.0,
1083,Amador County,-10.0,13.0,,,-30.0,
1084,Amador County,-14.0,10.0,,,-17.0,
1085,Amador County,-4.0,9.0,,,-22.0,
1086,Amador County,-6.0,4.0,,,-29.0,
1087,Amador County,6.0,11.0,,,-28.0,
1088,Amador County,-3.0,8.0,,,-29.0,
1089,Amador County,-2.0,12.0,,,-29.0,
1090,Amador County,-6.0,7.0,,,-27.0,
1091,Amador County,-9.0,11.0,,,-22.0,
1092,Amador County,5.0,8.0,,,-20.0,
1093,Amador County,0.0,9.0,,,-28.0,
1094,Amador County,0.0,11.0,,,-28.0,
1095,Amador County,-9.0,6.0,,,-30.0,
1096,Amador County,-5.0,13.0,,,-31.0,
1097,Amador County,-9.0,13.0,,,-28.0,
1098,Amador County,-9.0,12.0,,,-15.0,
1099,Amador County,-3.0,15.0,,,-21.0,
1100,Amador County,-2.0,5.0,,,-32.0,
1101,Amador County,7.0,12.0,,,-25.0,
1102,Amador County,2.0,5.0,,,-26.0,
1103,Amador County,-2.0,6.0,,,-32.0,
1104,Amador County,-13.0,6.0,,,-31.0,
1105,Amador County,-11.0,8.0,,,-18.0,
1106,Amador County,-5.0,5.0,,,-16.0,
1107,Amador County,-5.0,1.0,,,-29.0,
1108,Amador County,-1.0,6.0,,,-28.0,
1109,Amador County,-6.0,6.0,,,-26.0,
1110,Amador County,-3.0,10.0,,,-29.0,
1111,Amador County,-14.0,6.0,,,-28.0,
1112,Amador County,-23.0,1.0,,,-23.0,
1113,Amador County,-15.0,6.0,,,-18.0,
1114,Amador County,,,,,,
1115,Amador County,,,,,,
1116,Amador County,,,,,,
1117,Amador County,,,,,,
1118,Amador County,,,,,,
1119,Amador County,,,,,,
1120,Amador County,,,,,,
1121,Amador County,,,,,,
1122,Amador County,,,,,,
1123,Amador County,,,,,,
1124,Amador County,,,,,,
1125,Amador County,,,,,,
1126,Amador County,,,,,,
1127,Amador County,,,,,,
1128,Amador County,,,,,,
1129,Amador County,,,,,,
1130,Amador County,,,,,,
1131,Amador County,,,,,,
1132,Amador County,,,,,,
1133,Amador County,,,,,,
1134,Amador County,,,,,,
1135,Amador County,,,,,,
1136,Amador County,,,,,,
1137,Amador County,,,,,,
1138,Amador County,,,,,,
1139,Amador County,-16.0,-1.0,,,-25.0,
1140,Amador County,-14.0,-4.0,,,-12.0,
1141,Amador County,-11.0,-5.0,,,-14.0,
1142,Amador County,-10.0,-6.0,,,-23.0,
1143,Amador County,-4.0,-6.0,,,-23.0,
1144,Amador County,-7.0,-7.0,,,-25.0,
1145,Amador County,-9.0,-1.0,,,-25.0,
1146,Amador County,-6.0,4.0,,,-22.0,
1147,Amador County,-4.0,4.0,,,-14.0,
1148,Amador County,0.0,3.0,,,-13.0,
1149,Amador County,-4.0,4.0,,,-25.0,
1150,Amador County,2.0,0.0,,,-24.0,
1151,Amador County,-5.0,-8.0,,,-27.0,7.0
1152,Amador County,-10.0,1.0,,,-27.0,6.0
1153,Amador County,-6.0,3.0,,,-26.0,5.0
1154,Amador County,-6.0,5.0,,,-18.0,
1155,Amador County,0.0,0.0,,,-14.0,
1156,Amador County,-7.0,-7.0,,,-25.0,6.0
1157,Amador County,-11.0,-5.0,,,-24.0,7.0
1158,Amador County,-10.0,-7.0,,,-28.0,7.0
1159,Amador County,-2.0,0.0,,,-24.0,5.0
1160,Amador County,-11.0,0.0,,,-25.0,7.0
1161,Amador County,2.0,6.0,,,-11.0,
1162,Amador County,-3.0,-2.0,,,-17.0,
